"id","partnumber","description","manufacturer","lib","aircraft","created_at","updated_at"
"601","D23557000","SIDE BRACE ASSEMBLY","SAFRAN LS","212",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"602","D23558000","SIDE BRACE ASSEMBLY","SAFRAN LS","212",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"603","A10-23659","NOSE LANDING GEAR STRUT","SAFRAN LS","213",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"604","A11-23659","NOSE LANDING GEAR STRUT","SAFRAN LS","213",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"605","A23659023","NOSE LANDING GEAR STRUT","SAFRAN LS","213",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"606","A23659033","NOSE LANDING GEAR STRUT","SAFRAN LS","213",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"607","A23659","NOSE LANDING GEAR STRUT","SAFRAN LS","213",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"608","B47CA1090","VALVE, SHUT-OFF","LIEBHERR","214",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"609","2309-2700","MANEUVERING ACTUATOR ASSEMBLY, MLG","ELEB","215",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"610","2309-3700","MANEUVERING ACTUATOR ASSEMBLY, MLG","ELEB","215",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"611","2309-2800","UNLOCKING ACTUATOR","ELEB","216",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"612","2309-2900","UPLOCK BOX","ELEB","217",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"613","820983","P2.2 SHUTOFF VALVE","HAMILTON SUNDSTRAND","218",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"614","390600","ELEVATOR PCU ASSEMBLY","PARKER","219",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"615","363200","FLAP POWER DRIVE UNIT","LIEBHERR","220",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"616","900095","ACC - HYDRAULIC","TACTAIR","221",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"617","613100","VALVE-ALTERNATE LANDING GEAR SELECTOR","PARKER","222",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"618","945170","FILTER, PRESSURE, HYDRAULIC","PALL AEROSPACE","223",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"619","103278","CABIN AIR PRESSURE SAFETY VALVE","HONEYWELL","224",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"620","412700","RUDDER SHUTOFF VALVE ASSEMBLY","PARKER","225",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"621","975253","HYDRAULIC ISOLATION VALVE ASSEMBLY","PARKER","226",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"622","975250","VALVE - HEAT EXCHANGER BYPASS","PARKER","227",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"623","960443","RESERVOIR ASSEMBLY, HYDRAULIC, SYSTEM 3","PNEUDRAULICS","228",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"625","A25461020","AUTOMATIC SELECTOR","SAFRAN LS","229",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"626","22495-000","UNLOCK ACTUATOR, NLG","SAFRAN LS","230",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"627","8600","STEERING MANIFOLD","SAFRAN LS","231",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"628","A25312","THROTTLE VALVE","SAFRAN LS","232",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"629","975247","VALVE-SELECTOR POWER TRANSFER UNIT","PNEUDRAULICS","233",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"631","D23345000","LEG ASSEMBLY, LH","SAFRAN LS","234",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"632","D23346000","LEG ASSEMBLY, RH","SAFRAN LS","234",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"633","D23363000","BARREL, MLG, LH","SAFRAN LS","234",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"634","D23364000","BARREL, MLG, RH","SAFRAN LS","234",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"635","D23365000","SHOCK ABSORBER, MLG","SAFRAN LS","234",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"636","D23366000","SHOCK ABSORBER, MLG","SAFRAN LS","234",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"637","D22884000","PROXIMITY SWITCH UNIT","SAFRAN LS","235",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"638","D22885000","UPR ELECTRICAL HARNESS","SAFRAN LS","235",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"639","D22886000","UPR ELECTRICAL HARNESS","SAFRAN LS","235",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"640","D22887000","LWR ELECTRICAL HARNESS","SAFRAN LS","235",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"641","D22888000","LWR ELECTRICAL HARNESS","SAFRAN LS","235",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"642","D23359000","UPR ELECTRICAL HARNESS","SAFRAN LS","235",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"643","D23360000","UPR ELECTRICAL HARNESS","SAFRAN LS","235",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"644","D23361000","LWR ELECTRICAL HARNESS","SAFRAN LS","235",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"645","D23362000","LWR ELECTRICAL HARNESS","SAFRAN LS","235",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"646","10300","MLG YOKE","SAFRAN LS","236",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"647","2108-0050","HYDRAULIC STOP ACTUATOR","EMBRAER","237",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"648","47150","ELECTRICAL HARNESS ASSY, NLG","GOODRICH","238",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"649","47151","ELECTRICAL HARNESS ASSY, NLG","GOODRICH","238",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"650","47152","ELECTRICAL HARNESS ASSY, NLG","GOODRICH","238",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"651","47201","ELECTRICAL HARNESS ASSY, NLG","GOODRICH","238",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"652","47202","ELECTRICAL HARNESS ASSY, NLG","GOODRICH","238",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"653","47390","ELECTRICAL HARNESS ASSY, NLG","GOODRICH","238",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"654","47391","ELECTRICAL HARNESS ASSY, NLG","GOODRICH","238",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"655","D22685500","LEG ASSEMBLY","SAFRAN LS","239",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"656","D22686500","LEG ASSEMBLY","SAFRAN LS","239",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"657","D22687500","LH LEG STRUCTURE","SAFRAN LS","239",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"658","D22688500","RH LEG STRUCTURE","SAFRAN LS","239",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"659","D22689500","LH LEG STRUCTURE COVERING","SAFRAN LS","239",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"660","D22690500","RH LEG STRUCTURE COVERING","SAFRAN LS","239",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"661","D22691500","SHOCK ABSORBER, MLG","SAFRAN LS","239",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"662","0080-0035","NOSEWHEEL POWER STEERING UNIT","ROCKWELL COLLINS","240",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"663","47181","NOSEWHEEL POWER STEERING UNIT","ROCKWELL COLLINS","240",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"664","C23811","TELESCOPIC STRUT ASSEMBLY","SAFRAN LS","241",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"665","C23812","TELESCOPIC STRUT","SAFRAN LS","241",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"666","D22022","ELECTRICAL HARNESS","SAFRAN LS","241",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"667","47300","DRAG STRUT ASSEMBLY, NLG","GOODRICH","242",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"668","48150","STEERING CONTROL MANIFOLD ASSY","GOODRICH","243",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"670","8800","NLG SHOCK STRUT","SAFRAN LS","244",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"672","10700","ACTUATOR, STABILIZER","SAFRAN LS","246",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"674","10500-8","MAIN LANDING GEAR RETRACTION ACTUATOR","SAFRAN LS","247",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"675","47500","RETRACTION ACTUATOR ASSEMBLY, NLG","GOODRICH","248",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"676","52200","DRAG BRACE ASSEMBLY, NLG","GOODRICH","249",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"677","49300","SIDE STAY ASSEMBLY, MLG","GOODRICH","250",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"678","49400","LOCK ACTUATOR ASSEMBLY, MLG","GOODRICH","250",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"679","390500","PCU - RUDDER","PARKER","251",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"680","816604","PRESSURE REGULATING AND SHUTOFF VALVE","HAMILTON SUNDSTRAND","252",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"681","201456001","NOSE LANDING GEAR","SAFRAN LS","253",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"682","363300","FLAP SCREWJACK ACTUATOR NO.1","LIEBHERR","254",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"683","C24703002","PARK BRAKE SELECTOR VALVE","SAFRAN LS","256",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"684","820927","CHECK VALVE","HAMILTON SUNDSTRAND","257",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"685","399800","AILERON TRIM, ELECTROMECHANICAL ACTUATOR","PARKER","258",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"687","46650","AUXILIARY ACTUATOR ASSEMBLY, MLG","GOODRICH","260",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"688","D22814000","UPR ELECTRICAL HARNESS","SAFRAN LS","261",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"689","D22858000","PROXIMITY SWITCH UNIT","SAFRAN LS","261",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"690","D22859000","PROXIMITY SWITCH UNIT","SAFRAN LS","261",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"691","D22890000","LWR ELECTRICAL HARNESS","SAFRAN LS","261",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"692","D23284000","LWR ELECTRICAL HARNESS","SAFRAN LS","261",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"693","D23358000","UPPER ELECTRICAL HARNESS","SAFRAN LS","261",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"694","D22801100","MAIN LANDING GEAR","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"695","D22801400","MAIN LANDING GEAR","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"696","D22802100","MAIN LANDING GEAR","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"697","D22802400","MAIN LANDING GEAR","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"698","D22803100","BARREL, MLG","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"699","D22803400","BARREL, MLG","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"700","D22804100","BARREL, MLG","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"701","D22804400","BARREL, MLG","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"702","D22805100","SHOCK ABSORBER, MLG","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"703","D22805400","SHOCK ABSORBER, MLG","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"704","D22806100","SHOCK ABSORBER, MLG","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"705","D22806400","SHOCK ABSORBER, MLG","SAFRAN LS","262",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"706","D22811200","NLG ASSEMBLY","SAFRAN LS","263",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"707","D22811400","NLG ASSEMBLY","SAFRAN LS","263",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"708","D22812100","BARREL, NLG","SAFRAN LS","263",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"709","D22812400","BARREL, NLG","SAFRAN LS","263",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"710","D22813200","SHOCK ABSORBER, NLG","SAFRAN LS","263",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"711","D22813400","SHOCK ABSORBER, NLG","SAFRAN LS","263",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"712","D22796001","TELESCOPIC STRUT ASSEMBLY","SAFRAN LS","264",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"713","52300","RETRACT ACTUATOR, NLG","GOODRICH","265",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"714","55000","MAIN LANDING GEAR DRESSED SHOCK STRUT ASSEMBLY","GOODRICH","266",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"715","55300","SIDE STAY ASSEMBLY MAIN LANDING GEAR","GOODRICH","267",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"716","55600","RETRACTION ACTUATOR ASSEMBLY MAIN LANDING GEAR","GOODRICH","268",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"717","49650","PRESSURE SWITCH/RESTRICTOR ASSEMBLY","GOODRICH","269",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"718","820967","CHECK VALVE","HAMILTON SUNDSTRAND","270",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"720","49000","SHOCK STRUT ASSEMBLY, DRESSED, MLG","GOODRICH","271",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"722","49600","RETRACTION ACTUATOR, MLG","GOODRICH","272",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"723","53147","ALTERNATE RELEASE SYSTEM ACTUATOR","GOODRICH","273",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"724","2225-0100","TWO-POSITION FOUR-WAY SOLENOID VALVE","EMBRAER","274",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"725","2227-0100","SOLENOID VALVE","EMBRAER","275",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"726","201072011","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"727","201072012","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"728","201072013","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"729","201072014","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"730","201072015","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"731","201072016","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"732","201072017","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"733","201072018","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"734","201072019","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"735","201072020","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"736","201072021","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"737","201072022","MAIN LANDING GEAR","SAFRAN LS","276",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"738","47840","NLG FWD DOORS LINKAGE ASSEMBLY","GOODRICH","277",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"739","47860","NLG AFT DOORS LINKAGE ASSEMBLY","GOODRICH","277",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"740","201072294","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"741","201251202","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"742","201251203","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"743","201251235","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"744","201251236","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"745","201251240","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"746","201251241","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"747","201251243","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"748","201251244","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"749","201251254","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"750","201251255","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"751","201251256","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"752","201251257","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"753","201251260","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"754","201251261","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"755","201650200","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"756","201650201","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"757","201650204","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"758","201650205","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"759","201650206","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"760","201650207","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"761","201650211","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"762","201650212","MLG HARNESS","SAFRAN LS","278",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"763","D23334000","TELESCOPIC STRUT ASSEMBLY","SAFRAN LS","279",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"764","1170D0000","STRUT, NLG","LIEBHERR","280",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"765","1170S0000","STRUT, NLG","LIEBHERR","280",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"766","47400","LOCK ACTUATOR ASSEMBLY, NLG","GOODRICH","281",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"767","A44700","ACTUATOR, SPOILER","GE AVIATION","282",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"768","D23332000","LEG ASSEMBLY, NLG","SAFRAN LS","283",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"769","D23333000","BARREL, NLG","SAFRAN LS","283",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"770","D23367000","SHOCK ABSORBER, NLG","SAFRAN LS","283",,"0000-00-00 00:00:00","0000-00-00 00:00:00"
"2292","2801A0000-02","ERJ 170 MLG","Liebherr-Aerospace Lindenberg GmbH","286",NULL,NULL,NULL
"2293",,,NULL,"0",NULL,NULL,NULL
"2298","2821A0000-02","Shock Strut, MLG","LIEBHER","286","ERJ-170/175","2024-04-15 01:26:47","2024-04-15 01:26:47"
"2299","170-70250-409","MLG Locking Stay","Liebherr","288","ERJ 170/175","2024-04-16 14:18:58","2024-04-16 14:18:58"
"2300","170-70150-403","MLG Side Stay","Liebherr","287","ERJ 170/175","2024-04-16 14:31:45","2024-04-16 14:31:45"
"2301","4259A0000-02","Shock Strut Assy, MLG","LIEBHER","295","ERJ-190/195","2024-04-29 14:29:51","2024-04-29 14:29:51"
"2302","4260A0000-04","Schok Strut MLG","LIEBHER","286","ERJ-170/175","2024-04-30 12:06:20","2024-04-30 12:06:20"
"2303","2821A0000-04","Schok Strut MLG","LIEBHER","286","ERJ-170/175","2024-04-30 12:07:06","2024-04-30 12:07:06"
"2304","2233A0100-02","Main Fitting","LIEBHER","305","ERJ-145 NLG","2024-04-30 17:09:46","2024-04-30 17:09:46"
"2305","190-70453-401","NLG","LIEBHERR","285","ERJ-190/195","2024-05-16 15:49:00","2024-05-16 15:49:00"
"2306","GA63388-7","Swing Lever","Safran","83","ART-72","2024-05-23 15:28:24","2024-05-23 15:28:24"
"2307","2802A0000-05","MLG Shock Strut RH","Liebherr","286","ERG 175","2024-05-24 18:54:52","2024-05-24 18:54:52"
"2308","1170A3200-01","Cuff Assy","Liebherr","143","ERJ-135/145","2024-05-28 15:08:56","2024-05-28 15:08:56"
"2309","D23188000-5","MLG Shock Absorber","Safran","83","ATR-72","2024-05-29 11:45:24","2024-05-29 11:45:24"
"2310","2309-2002-640","MLG Strut","ELEB","145","ERJ-145 MLG","2024-05-30 18:00:01","2024-05-30 18:00:01"
"2311","2309-2005-007","Shock Absorber","Liebherr","145","ERJ-145","2024-06-07 20:38:49","2024-06-07 20:38:49"
"2312","4260A0000-02","Shock Strut Assy, MLG","LIEBHER","295","ERJ-190/195","2024-06-10 20:37:27","2024-06-10 20:37:27"
"2313","52100-","Shock Strut Assy, NLG","SAFRAN","199","CRJ 900","2024-06-12 09:22:04","2024-06-12 09:22:04"
"2314","190-70745-ser","Shock Strut Assy, NLG","Liebherr","285","ERJ-190","2024-06-12 09:30:53","2024-06-12 09:30:53"
"2315","17008-115","Side Stay Actuator","Safran LS","59","CRJ200","2024-06-19 17:48:04","2024-06-19 17:48:04"
"2316","2309-2002-637","LH, Leg Strut Assembly","ELEB","145","ERJ 135/145","2024-06-20 12:24:41","2024-06-20 12:24:41"
"2317","190-70150-403","MLG Side Stay ASSY LH","Liebherr","291","ERG 190","2024-06-20 16:53:00","2024-06-20 16:53:00"
"2318","190-70150-404","MLG Side Stay","Liebherr","291","ERJ 190/195","2024-06-21 19:09:04","2024-06-21 19:09:04"
"2319","10100-517","MLG",NULL,"309","DASH-8","2024-06-24 20:44:17","2024-06-24 20:44:17"
"2320","46107-1","Torque Link Assy, Lower","Goodrich","50","Q400","2024-06-25 15:13:55","2024-06-25 15:13:55"
"2321","46141-1","Torque Link Assy, Upper","Goodrich","50","Q400","2024-06-25 15:31:40","2024-06-25 15:31:40"
"2322","2309-2002-639","MLG","ELEB","145","ERJ-145 MLG","2024-06-28 14:20:05","2024-06-28 14:20:05"
"2323","190-70200-401","MLG SIDE STAY","LIEBBHERR","300","ERJ195","2024-07-04 19:14:16","2024-07-04 19:14:16"
"2324","2801A0000-05","MLG Shock Strut LH","LIEBHER","286","ERJ-170/175","2024-07-23 15:05:23","2024-07-23 15:05:23"
"2325","4260A0000-03","MLG Shock Strut Assy","LIEBHER","295","ERJ-195","2024-07-23 15:09:37","2024-07-23 15:09:37"
"2326","190-70550-403","Drag Brace, NLG","LIEBHER","297","ERJ-190/195","2024-07-31 15:50:39","2024-07-31 15:50:39"
"2327","46250-15","Shock Strut Assy, MLG","Goodrich","50","Q400","2024-08-07 15:11:28","2024-08-07 15:11:28"
"2328","2309-2500-505","Main Side Strut Assy","ELEB","147","ERJ-145 MLG","2024-08-22 15:22:05","2024-08-22 15:22:05"
"2329","2309-1300-401","MLG Assy","ELEB","306","Legacy 650","2024-09-09 21:26:17","2024-09-09 21:26:17"
"2330","2309-1300-402","MLG Assy RH","ELEB","306","Legacy 650","2024-09-09 21:27:43","2024-09-09 21:27:43"
"2331","2309-2005-401","Shock Absorber Assy","ELEB","145","ERJ-145 MLG","2024-09-19 12:35:01","2024-09-19 12:35:01"
"2332","2233B0000-02","NOSE LANDING GEAR","LIEBHER","305","ERJ-145 NLG","2024-10-18 12:29:24","2024-10-18 12:29:24"
